patRIL	chamber	Pre	Learning	Memory	file
12036	9	0.9800	0.8011	0.3444	2.hbx
12036	10	0.7067	0.9856	0.9056	2.hbx
12036	12	0.2333	0.7833	-0.3478	2.hbx
12036	13	-0.1467	0.4756	-0.1478	2.hbx
12036	14	0.2867	0.6928	0.2989	2.hbx
12036	15	0.3133	0.6817	0.1078	2.hbx
12036	0	0.006667	0.5378	-0.06778	3.hbx
12036	2	1.000	0.8117	-0.05111	3.hbx
12036	4	0.3067	0.8917	0.8100	3.hbx
12036	5	-0.6267	0.6422	-0.2733	3.hbx
12036	6	1.000	0.7083	-0.2478	3.hbx
12036	8	0.2133	0.8061	0.1178	3.hbx
12036	9	-0.2000	0.5883	-0.4900	3.hbx
12036	10	1.000	0.7939	-0.03222	3.hbx
12036	11	1.000	0.9400	-0.3811	3.hbx
12036	12	-0.4867	0.7556	0.7744	3.hbx
12036	13	-0.6267	0.6878	-0.3678	3.hbx
12036	14	0.2933	0.7950	-0.3267	3.hbx
12036	15	0.9067	0.6556	0.07556	3.hbx
12036	0	0.1867	0.7328	-0.08333	4.hbx
12036	2	0.02000	0.7839	0.004444	4.hbx
12036	4	-0.4600	0.7828	-0.2922	4.hbx
12036	5	1.000	0.7344	0.3356	4.hbx
12036	6	0.5600	0.8261	-0.01667	4.hbx
12036	8	0.5000	0.7644	0.2444	4.hbx
12036	9	-0.06667	0.6333	-0.2578	4.hbx
12036	10	0.9133	0.8100	0.5756	4.hbx
12036	11	1.000	0.8228	1.000	4.hbx
12036	12	0.09333	0.8083	-0.3311	4.hbx
12036	13	0.1000	0.6850	-0.01889	4.hbx
12036	14	-0.4267	0.6828	0.1422	4.hbx
12036	15	0.5867	0.7478	-0.08333	4.hbx
12036	0	0.1267	0.8083	0.1756	5.hbx
12036	4	-0.1000	0.7844	0.3289	5.hbx
12036	5	0.08000	0.8361	0.8111	5.hbx
12036	6	-1.000	0.7256	1.000	5.hbx
12036	8	-0.1267	0.4900	1.000	5.hbx
12036	9	0.1000	0.7083	1.000	5.hbx
12036	10	-0.1867	0.6867	-0.5389	5.hbx
12036	11	-0.1000	0.8589	1.000	5.hbx
12036	12	-0.3000	0.7317	-0.4167	5.hbx
12036	13	0.3600	0.6450	0.2378	5.hbx
12036	14	0.1000	0.6539	0.03222	5.hbx
12036	15	0.3933	0.9133	0.9133	5.hbx
12036	0	0.2467	0.6011	0.07667	6.hbx
12036	2	-0.09333	0.8494	0.9089	6.hbx
12036	4	1.000	0.7867	-0.2567	6.hbx
12036	5	-0.7733	0.4378	1.000	6.hbx
12036	6	-1.000	0.9600	-0.6489	6.hbx
12036	8	-0.3200	0.6950	0.1122	6.hbx
12036	9	-0.5200	0.6422	0.3267	6.hbx
12036	10	-1.000	0.9011	0.2944	6.hbx
12036	11	1.000	0.8772	0.3933	6.hbx
12036	12	-1.000	0.9439	1.000	6.hbx
12036	13	-1.000	0.7572	-0.1011	6.hbx
12036	14	-1.000	0.9244	0.02444	6.hbx
12035	0	0.2067	0.6828	0.4444	1.hbx
12035	2	1.000	0.8911	1.000	1.hbx
12035	4	0.2000	0.8456	1.000	1.hbx
12035	5	1.000	0.9550	0.6167	1.hbx
12035	6	1.000	0.9561	0.8100	1.hbx
12035	8	0.2333	0.8400	0.08333	1.hbx
12035	9	1.000	0.8178	1.000	1.hbx
12035	10	0.8333	0.9028	1.000	1.hbx
12035	12	-0.1533	0.7572	-0.5078	1.hbx
12035	13	1.000	0.9867	-0.1967	1.hbx
12035	14	1.000	0.9294	0.7867	1.hbx
12035	15	1.000	0.9233	1.000	1.hbx
12035	0	0.03333	0.7561	0.7889	2.hbx
12035	2	0.4467	0.4950	-0.4278	2.hbx
12035	4	0.3133	0.8094	0.4600	2.hbx
12035	5	-0.1400	0.8317	0.03222	2.hbx
12035	6	0.2867	-0.005556	0.9156	2.hbx
12035	8	-0.5933	0.7206	0.1867	2.hbx
12035	9	-0.2200	0.8817	0.04333	2.hbx
12035	10	-0.1000	0.8056	-0.2722	2.hbx
12035	12	-0.5333	0.7111	-0.1944	2.hbx
12035	13	-0.3000	0.3383	1.000	2.hbx
12035	14	0.1067	0.7028	0.4744	2.hbx
12035	15	0.2200	0.7272	-0.7156	2.hbx
12035	0	0.5533	0.8089	1.000	3.hbx
12035	2	-0.03333	0.6600	1.000	3.hbx
12035	4	0.4867	0.8450	1.000	3.hbx
12035	5	0.1200	0.8294	0.4156	3.hbx
12035	6	0.2533	0.9233	1.000	3.hbx
12035	8	-0.1200	0.8294	0.6078	3.hbx
12035	9	0.07333	0.6783	-0.9711	3.hbx
12035	10	-0.1267	0.8778	1.000	3.hbx
12035	12	-0.5067	0.8078	1.000	3.hbx
12035	13	-1.000	0.7872	0.8378	3.hbx
12035	14	-0.02667	0.7917	0.9856	3.hbx
12035	15	-0.2867	0.7856	1.000	3.hbx
12035	0	-1.000	0.9350	0.6611	4.hbx
12035	2	0.07333	0.8767	1.000	4.hbx
12035	4	0.2800	0.8306	0.2511	4.hbx
12035	5	0.4333	0.7283	1.000	4.hbx
12035	6	0.2733	0.9400	1.000	4.hbx
12035	8	-0.5600	0.8417	0.4800	4.hbx
12035	9	-0.1067	0.7778	1.000	4.hbx
12035	10	-0.1733	0.7950	1.000	4.hbx
12035	12	-0.1667	0.8278	1.000	4.hbx
12035	13	0.1800	0.7861	1.000	4.hbx
12035	14	-0.2800	0.7333	1.000	4.hbx
12035	15	-0.3400	0.6867	0.8000	4.hbx
12035	0	0.3600	0.6567	0.2244	5.hbx
12035	4	0.6067	0.8956	0.2511	5.hbx
12035	5	0.6067	0.9217	0.5578	5.hbx
12035	6	0.7733	0.8778	0.2189	5.hbx
12035	8	-0.3800	0.7956	0.1989	5.hbx
12035	9	-0.006667	0.7433	-0.2933	5.hbx
12035	10	0.1333	0.8228	0.0000	5.hbx
12035	12	-1.000	0.6417	0.05222	5.hbx
12035	13	-0.04667	0.8194	0.3822	5.hbx
12035	14	0.4600	0.8000	0.2644	5.hbx
12035	15	-0.2400	0.6222	0.6000	5.hbx
12035	0	-0.01333	0.6494	-0.1389	6.hbx
12035	2	-0.6867	0.9417	0.5122	6.hbx
12035	4	0.6267	0.8928	0.2589	6.hbx
12035	5	0.2333	0.7489	0.4867	6.hbx
12035	6	-0.1133	0.7589	1.000	6.hbx
12035	8	-0.3733	0.7572	0.6333	6.hbx
12035	9	0.2000	0.6922	0.04333	6.hbx
12035	10	0.2000	0.7711	1.000	6.hbx
12035	12	-0.1467	0.7161	1.000	6.hbx
12035	14	-0.2667	0.7339	0.3078	6.hbx
12035	15	-0.1400	0.5656	0.1122	6.hbx
12037	2	0.1267	-0.7050	-0.07556	1.hbx
12037	4	-0.08667	-0.1472	-0.1344	1.hbx
12037	5	-0.7600	-0.8856	-1.000	1.hbx
12037	8	0.5467	-0.8417	-1.000	1.hbx
12037	9	-1.000	-0.9994	-0.1033	1.hbx
12037	10	0.1400	-0.6389	-1.000	1.hbx
12037	12	-0.03333	-0.05167	-0.4411	1.hbx
12037	13	0.08000	-0.7728	-1.000	1.hbx
12037	14	0.1800	0.01389	-0.1189	1.hbx
12037	15	-0.1733	-0.1089	-0.1178	1.hbx
12037	0	1.000	0.9833	1.000	2.hbx
12037	4	0.02000	0.3794	-0.01333	2.hbx
12037	8	0.2800	0.8283	1.000	2.hbx
12037	10	-0.3000	0.6678	1.000	2.hbx
12037	13	-0.02667	-0.08222	0.3789	2.hbx
12037	14	0.4467	0.9889	1.000	2.hbx
12037	15	-0.1067	0.5333	0.1044	2.hbx
12037	0	-0.2733	0.6883	0.05667	3.hbx
12037	2	0.1333	0.8861	1.000	3.hbx
12037	5	-1.000	0.7861	0.8144	3.hbx
12037	8	-0.8333	0.9683	-0.02889	3.hbx
12037	9	0.1800	0.6906	-0.1444	3.hbx
12037	14	0.5867	0.9700	0.9678	3.hbx
12037	15	-0.1267	0.7967	0.2267	3.hbx
12037	0	-0.06000	0.7772	0.1467	4.hbx
12037	4	0.1200	0.8733	1.000	4.hbx
12037	5	0.2067	0.7739	1.000	4.hbx
12037	8	1.000	0.9433	1.000	4.hbx
12037	9	-0.3067	0.9556	0.07889	4.hbx
12037	12	0.3467	0.8750	1.000	4.hbx
12037	13	1.000	0.7211	1.000	4.hbx
12037	14	0.05333	0.6033	-0.1211	4.hbx
12037	15	-0.1933	0.7011	1.000	4.hbx
12037	0	1.000	0.8011	0.1611	5.hbx
12037	2	1.000	0.8228	1.000	5.hbx
12037	4	-0.1333	0.8272	0.2978	5.hbx
12037	5	-1.000	0.8244	-0.2778	5.hbx
12037	8	-0.3667	0.8650	1.000	5.hbx
12037	9	0.0000	0.6544	0.01778	5.hbx
12037	12	0.1867	0.8061	0.2111	5.hbx
12037	13	0.1000	0.7939	-0.01111	5.hbx
12037	14	-0.06667	0.6933	0.1989	5.hbx
12037	15	0.5333	0.9089	0.9978	5.hbx
12037	2	0.9667	0.9533	1.000	6.hbx
12037	4	1.000	0.8367	1.000	6.hbx
12037	5	0.2267	0.7950	-0.3011	6.hbx
12037	8	-0.5867	0.8078	1.000	6.hbx
12037	9	-1.000	0.9533	1.000	6.hbx
12037	12	1.000	0.7739	0.1733	6.hbx
12037	13	-0.1333	0.6944	1.000	6.hbx
12037	14	1.000	0.9322	0.6211	6.hbx
12037	15	-1.000	0.9361	1.000	6.hbx
12037	2	1.000	0.9317	1.000	7.hbx
12037	4	0.5533	0.8406	1.000	7.hbx
12037	5	-0.3333	0.8889	0.4733	7.hbx
12037	6	1.000	0.8950	1.000	7.hbx
12037	8	-0.2133	0.9167	1.000	7.hbx
12037	9	0.04000	0.8978	1.000	7.hbx
12037	10	0.4867	0.8750	0.7422	7.hbx
12037	14	0.9067	0.9967	-0.2878	7.hbx
12037	15	0.8067	0.9956	1.000	7.hbx
12039	2	0.7733	0.7161	1.000	1.hbx
12039	5	-1.000	0.9467	1.000	1.hbx
12039	7	1.000	0.9872	0.9822	1.hbx
12039	10	-0.1667	0.7144	1.000	1.hbx
12039	12	-0.08000	0.7844	0.3333	1.hbx
12039	13	-0.1933	0.8294	1.000	1.hbx
12039	14	0.05333	0.2833	0.06556	1.hbx
12039	15	0.8600	0.7694	1.000	1.hbx
12039	0	-1.000	0.8617	1.000	2.hbx
12039	2	0.9667	0.9006	1.000	2.hbx
12039	4	0.9467	0.8006	0.9244	2.hbx
12039	5	-0.1800	0.8228	1.000	2.hbx
12039	7	1.000	0.9356	0.9900	2.hbx
12039	8	0.06667	0.9167	1.000	2.hbx
12039	9	-0.08000	0.8789	1.000	2.hbx
12039	10	0.7333	0.9267	1.000	2.hbx
12039	12	-0.1333	0.8639	1.000	2.hbx
12039	14	-0.5400	0.9317	1.000	2.hbx
12039	15	-0.3800	0.7656	1.000	2.hbx
12039	0	-1.000	0.6600	1.000	3.hbx
12039	2	-0.5533	0.8589	0.9678	3.hbx
12039	4	-0.8067	0.8783	0.2611	3.hbx
12039	5	1.000	0.9850	1.000	3.hbx
12039	6	-0.7533	0.7850	1.000	3.hbx
12039	9	-0.1000	0.8233	1.000	3.hbx
12039	12	-0.2600	0.7650	-0.2500	3.hbx
12039	13	-1.000	0.8494	1.000	3.hbx
12039	14	1.000	0.9917	1.000	3.hbx
12039	15	1.000	0.9867	0.03889	3.hbx
12039	0	-0.2867	0.8922	1.000	4.hbx
12039	2	-1.000	0.8911	1.000	4.hbx
12039	4	1.000	0.7717	-1.000	4.hbx
12039	6	1.000	0.9794	1.000	4.hbx
12039	10	0.8533	0.5822	1.000	4.hbx
12039	12	-0.6667	0.7911	1.000	4.hbx
12039	14	1.000	0.9778	1.000	4.hbx
12039	15	1.000	0.9411	1.000	4.hbx
12039	0	1.000	0.9878	0.3122	5.hbx
12039	2	1.000	0.9961	-0.1889	5.hbx
12039	4	-1.000	-0.9772	-1.000	5.hbx
12039	5	-0.5133	0.7850	1.000	5.hbx
12039	6	1.000	0.9633	0.06000	5.hbx
12039	8	-1.000	0.9517	1.000	5.hbx
12039	9	1.000	0.9872	0.9956	5.hbx
12039	10	1.000	0.9917	0.8500	5.hbx
12039	12	-1.000	0.9672	0.5811	5.hbx
12039	13	1.000	0.9594	0.9722	5.hbx
12039	14	1.000	0.9967	1.000	5.hbx
12039	15	1.000	0.9967	0.7711	5.hbx
12039	0	0.6800	0.9467	-0.3600	6.hbx
12039	2	-1.000	0.8517	1.000	6.hbx
12039	4	1.000	0.9478	-0.5244	6.hbx
12039	5	-1.000	0.9389	-0.09333	6.hbx
12039	6	-1.000	0.8378	0.9289	6.hbx
12039	8	-1.000	0.1989	0.9200	6.hbx
12039	9	1.000	0.7894	0.6789	6.hbx
12039	12	1.000	0.8744	1.000	6.hbx
12039	13	1.000	0.9717	1.000	6.hbx
12039	14	1.000	0.9322	0.9600	6.hbx
12039	15	1.000	0.9972	1.000	6.hbx
12040	0	0.2867	0.8522	0.3256	1.hbx
12040	2	0.6600	0.9261	1.000	1.hbx
12040	4	1.000	0.9572	1.000	1.hbx
12040	5	0.3933	0.8389	0.8667	1.hbx
12040	6	0.6800	0.8300	0.5578	1.hbx
12040	8	-0.2133	0.9594	0.7967	1.hbx
12040	9	1.000	0.9828	1.000	1.hbx
12040	10	1.000	0.9933	-0.08111	1.hbx
12040	11	0.9467	0.7983	1.000	1.hbx
12040	13	-0.04000	0.8672	0.9100	1.hbx
12040	14	0.5400	0.9428	0.1367	1.hbx
12040	15	-0.7933	0.8628	1.000	1.hbx
12040	2	-0.06667	0.8994	1.000	2.hbx
12040	5	0.04000	0.7806	0.9033	2.hbx
12040	6	-0.9267	0.9206	1.000	2.hbx
12040	8	-0.1667	0.7211	1.000	2.hbx
12040	10	0.04000	0.7128	0.04000	2.hbx
12040	11	-0.1467	0.8844	1.000	2.hbx
12040	12	0.1600	0.7156	1.000	2.hbx
12040	13	-0.06000	0.8767	-0.3178	2.hbx
12040	14	-0.1200	0.6211	1.000	2.hbx
12040	0	0.05333	0.7439	0.09667	3.hbx
12040	2	-0.03333	0.8350	0.8111	3.hbx
12040	4	0.1933	0.8506	1.000	3.hbx
12040	5	1.000	0.8533	-0.02556	3.hbx
12040	6	0.6067	0.8261	1.000	3.hbx
12040	8	-0.1267	0.9078	1.000	3.hbx
12040	9	0.6667	0.7133	0.3622	3.hbx
12040	10	-0.1533	0.8450	-0.03889	3.hbx
12040	12	-0.1733	0.8206	1.000	3.hbx
12040	13	-0.2867	0.9511	0.2433	3.hbx
12040	14	0.2067	0.7556	1.000	3.hbx
12040	15	-0.5200	0.6972	0.7411	3.hbx
12040	0	1.000	0.9783	1.000	4.hbx
12040	2	-1.000	0.9317	1.000	4.hbx
12040	4	-0.3867	0.8928	0.3533	4.hbx
12040	5	0.0000	0.7728	0.2711	4.hbx
12040	6	1.000	0.9617	1.000	4.hbx
12040	8	-0.7733	0.9144	1.000	4.hbx
12040	9	1.000	0.9683	0.8911	4.hbx
12040	10	-0.5267	0.8628	0.03667	4.hbx
12040	12	-1.000	0.9494	1.000	4.hbx
12040	13	0.02000	0.9461	0.1133	4.hbx
12040	14	0.2133	0.7922	0.1167	4.hbx
12040	15	0.9000	0.8311	0.2778	4.hbx
12040	0	1.000	0.8150	0.3767	5.hbx
12040	2	0.9533	0.9072	0.6167	5.hbx
12040	4	-0.1667	0.8572	-0.1689	5.hbx
12040	5	-0.4467	0.7433	1.000	5.hbx
12040	6	-1.000	0.9250	0.9367	5.hbx
12040	8	-0.1800	0.8050	0.3656	5.hbx
12040	9	1.000	0.7878	1.000	5.hbx
12040	10	-0.03333	0.9133	0.2656	5.hbx
12040	12	-1.000	0.8722	0.3689	5.hbx
12040	13	-0.4067	0.7900	-0.2789	5.hbx
12040	14	0.9867	0.8267	0.05222	5.hbx
12040	15	-0.9800	0.8100	-0.1067	5.hbx
12040	0	0.6933	0.9039	1.000	6.hbx
12040	2	1.000	0.9483	0.8222	6.hbx
12040	4	-0.6533	0.8067	1.000	6.hbx
12040	5	0.8400	0.8606	1.000	6.hbx
12040	6	-1.000	0.7189	0.8478	6.hbx
12040	8	-0.3267	0.8317	1.000	6.hbx
12040	9	1.000	0.9022	0.9256	6.hbx
12040	10	-0.1533	0.7500	1.000	6.hbx
12040	12	-1.000	0.6322	1.000	6.hbx
12040	13	1.000	0.9200	1.000	6.hbx
12040	14	0.06000	0.8278	-0.1578	6.hbx
12040	15	0.2400	0.6917	0.5433	6.hbx
12038	2	0.5467	0.7478	1.000	1.hbx
12038	4	0.2600	0.5578	-1.000	1.hbx
12038	5	-0.4000	0.6228	-0.4356	1.hbx
12038	8	0.06667	0.8411	1.000	1.hbx
12038	9	0.2667	0.7383	-0.1644	1.hbx
12038	10	1.000	0.8528	0.1700	1.hbx
12038	12	0.1400	0.7128	0.2533	1.hbx
12038	13	-0.08667	0.6333	0.6811	1.hbx
12038	14	-0.5667	0.3067	-0.2144	1.hbx
12038	15	-0.9800	0.5428	-0.3611	1.hbx
12038	2	0.3067	0.7561	0.8922	2.hbx
12038	4	0.07333	0.7011	0.3244	2.hbx
12038	5	0.2800	0.5928	0.04222	2.hbx
12038	8	0.1000	0.6317	-0.1944	2.hbx
12038	9	0.1533	0.6544	-0.4311	2.hbx
12038	12	0.2067	0.6022	-0.5378	2.hbx
12038	13	-0.3333	0.5856	0.9178	2.hbx
12038	14	-0.3000	0.7067	1.000	2.hbx
12038	15	-0.5733	0.6556	0.1433	2.hbx
12038	0	1.000	0.9989	0.9989	3.hbx
12038	2	0.9400	0.9611	1.000	3.hbx
12038	4	1.000	0.9878	0.8989	3.hbx
12038	5	0.3000	0.7917	0.05778	3.hbx
12038	8	0.4733	0.7006	0.06000	3.hbx
12038	9	0.3200	0.5450	0.4033	3.hbx
12038	10	0.09333	0.7994	-0.06222	3.hbx
12038	12	0.3133	0.6778	0.3400	3.hbx
12038	13	0.3467	0.8917	-0.06333	3.hbx
12038	14	0.1733	0.7467	-0.1222	3.hbx
12038	15	0.2267	0.8311	0.7044	3.hbx
12038	2	1.000	0.7994	0.7756	4.hbx
12038	4	0.2867	0.8106	1.000	4.hbx
12038	5	0.09333	0.2117	0.5289	4.hbx
12038	8	0.5533	0.7822	0.4478	4.hbx
12038	9	-0.4000	0.3472	-0.2456	4.hbx
12038	10	0.3800	0.6778	0.6278	4.hbx
12038	12	-0.2000	0.7922	0.1922	4.hbx
12038	13	0.2333	0.5656	0.5911	4.hbx
12038	14	0.3667	0.3989	1.000	4.hbx
12038	15	-0.5600	0.7817	0.8200	4.hbx
12038	2	0.5000	0.7161	0.8589	5.hbx
12038	4	-0.08667	0.8517	1.000	5.hbx
12038	5	-0.02667	0.7417	-0.003333	5.hbx
12038	8	1.000	0.7933	-0.7356	5.hbx
12038	9	1.000	0.8094	0.1700	5.hbx
12038	10	0.3200	0.7578	1.000	5.hbx
12038	12	-0.2933	0.7544	0.1100	5.hbx
12038	13	-0.5667	0.6900	0.2600	5.hbx
12038	14	0.2867	0.2878	0.6078	5.hbx
12038	15	-0.9133	0.7122	-0.1522	5.hbx
12038	2	0.2733	0.8167	0.5722	6.hbx
12038	4	-0.1467	0.7656	0.4000	6.hbx
12038	5	0.4867	0.6928	0.2011	6.hbx
12038	8	0.4467	0.6261	0.8156	6.hbx
12038	9	0.2267	0.6139	-0.1356	6.hbx
12038	10	0.2600	0.6506	0.9944	6.hbx
12038	12	0.5400	0.6906	0.1167	6.hbx
12038	13	0.1200	0.6394	1.000	6.hbx
12038	14	0.08667	0.7017	-0.07778	6.hbx
12038	15	0.9400	0.9050	0.6744	6.hbx
12038	2	0.1333	0.7994	0.7311	7.hbx
12038	4	-0.1600	0.8217	0.01000	7.hbx
12038	5	1.000	0.9478	1.000	7.hbx
12038	8	0.06000	0.8383	1.000	7.hbx
12038	9	-0.2933	0.5789	0.7589	7.hbx
12038	10	-0.2133	0.6906	0.1622	7.hbx
12038	12	1.000	0.9822	0.6444	7.hbx
12038	13	1.000	0.8583	0.9956	7.hbx
12038	14	0.5133	0.7872	0.3011	7.hbx
12038	15	0.6933	0.8078	0.4178	7.hbx
12041	2	0.1667	0.9250	0.9122	1.hbx
12041	4	-0.8400	0.8050	-0.6411	1.hbx
12041	5	-1.000	0.6828	1.000	1.hbx
12041	6	0.3667	0.8839	0.1700	1.hbx
12041	8	-0.02000	0.8200	1.000	1.hbx
12041	9	0.02667	0.6822	0.8744	1.hbx
12041	10	0.2000	0.8528	-0.4033	1.hbx
12041	11	0.3067	-0.9906	-1.000	1.hbx
12041	12	0.2733	0.8250	0.1111	1.hbx
12041	14	-0.2267	0.8772	-0.5244	1.hbx
12041	15	0.08000	0.7028	0.08556	1.hbx
12041	2	0.3467	0.8244	0.03222	2.hbx
12041	4	0.1267	0.6867	1.000	2.hbx
12041	5	-0.01333	0.7472	-0.2011	2.hbx
12041	6	0.06000	0.7744	-0.01333	2.hbx
12041	9	0.3067	0.7628	-0.05667	2.hbx
12041	10	0.4667	0.7794	1.000	2.hbx
12041	11	1.000	0.9394	0.06222	2.hbx
12041	12	0.3667	0.7094	-0.4767	2.hbx
12041	14	0.01333	0.9333	1.000	2.hbx
12041	15	-0.1800	0.9072	1.000	2.hbx
12041	2	0.06000	-0.9144	-1.000	3.hbx
12041	4	0.2000	0.7489	-0.3311	3.hbx
12041	5	0.2267	0.8344	0.8400	3.hbx
12041	6	-0.8067	0.7450	0.1200	3.hbx
12041	8	0.03333	0.8206	1.000	3.hbx
12041	9	0.8133	0.5278	0.03556	3.hbx
12041	10	-0.03333	0.8578	1.000	3.hbx
12041	11	-0.1600	-0.9361	-1.000	3.hbx
12041	12	0.006667	0.7944	0.2756	3.hbx
12041	14	0.09333	0.5894	1.000	3.hbx
12041	15	-0.08667	0.7483	1.000	3.hbx
12041	2	-0.2400	0.8189	0.04333	4.hbx
12041	4	-0.1933	0.8428	1.000	4.hbx
12041	5	0.08667	0.8467	0.01111	4.hbx
12041	6	0.08667	0.8100	0.2433	4.hbx
12041	8	-0.6600	0.9111	1.000	4.hbx
12041	9	0.2467	0.5544	0.3189	4.hbx
12041	10	0.5067	0.7667	1.000	4.hbx
12041	11	0.3933	0.8467	1.000	4.hbx
12041	12	-0.09333	0.8439	-0.1633	4.hbx
12041	14	-0.2467	0.8733	0.9956	4.hbx
12041	15	-0.1667	0.9339	1.000	4.hbx
12041	2	0.8000	0.8178	0.5156	5.hbx
12041	4	-0.2867	0.7233	0.3967	5.hbx
12041	5	-1.000	0.7594	-0.8067	5.hbx
12041	6	0.7400	0.8161	-0.3956	5.hbx
12041	8	0.1933	0.8250	1.000	5.hbx
12041	9	1.000	0.8378	0.2144	5.hbx
12041	10	-0.006667	0.4622	0.05111	5.hbx
12041	11	1.000	-0.3967	-1.000	5.hbx
12041	12	1.000	0.7839	0.2800	5.hbx
12041	14	1.000	0.9178	0.5333	5.hbx
12041	15	0.7267	0.8806	0.1244	5.hbx
12041	2	-0.08000	0.8972	1.000	6.hbx
12041	4	0.08667	0.7567	-0.05778	6.hbx
12041	5	0.1800	0.4978	-0.2356	6.hbx
12041	6	0.2600	0.8056	-0.1511	6.hbx
12041	8	-0.04000	0.8728	1.000	6.hbx
12041	9	1.000	0.8383	1.000	6.hbx
12041	10	-0.03333	0.7233	0.4567	6.hbx
12041	11	0.3400	0.7889	1.000	6.hbx
12041	12	0.1000	0.7894	0.1333	6.hbx
12041	14	-0.04667	0.6894	0.4178	6.hbx
12041	15	1.000	0.7500	0.5289	6.hbx
12041	2	-1.000	0.9083	1.000	7.hbx
12041	4	1.000	0.8256	-0.04111	7.hbx
12041	5	0.06000	0.4861	-0.05778	7.hbx
12041	6	1.000	0.7844	0.02111	7.hbx
12041	8	0.6667	0.8189	0.003333	7.hbx
12041	9	-0.1467	0.7661	-0.4622	7.hbx
12041	10	-1.000	0.8550	-0.04444	7.hbx
12041	11	1.000	-0.2289	-1.000	7.hbx
12041	12	1.000	0.8350	-0.1256	7.hbx
12041	14	0.4133	0.7617	1.000	7.hbx
12041	15	1.000	0.8011	0.3978	7.hbx
12041	2	-0.1267	0.9256	0.7300	8.hbx
12041	4	0.2800	0.8067	-0.8744	8.hbx
12041	5	-1.000	0.7022	-0.03667	8.hbx
12041	6	-1.000	0.7894	-0.6867	8.hbx
12041	8	0.1533	0.8200	1.000	8.hbx
12041	9	0.9133	0.7567	-0.09333	8.hbx
12041	10	0.4867	0.7133	0.2189	8.hbx
12041	11	1.000	-0.3706	-1.000	8.hbx
12041	12	0.04667	0.6267	0.1700	8.hbx
12041	14	1.000	0.7700	-0.03000	8.hbx
12041	15	0.6467	0.9706	0.1744	8.hbx
12042	0	0.2467	0.6722	0.7633	1.hbx
12042	2	-0.02667	0.7972	0.5400	1.hbx
12042	4	-0.1733	0.6683	0.006667	1.hbx
12042	5	0.09333	0.6939	0.01889	1.hbx
12042	6	-0.1800	0.6861	-0.1333	1.hbx
12042	8	-0.04000	0.8167	0.1222	1.hbx
12042	9	-0.1800	0.6956	-0.1644	1.hbx
12042	10	0.6000	-0.8061	-1.000	1.hbx
12042	12	-0.04000	0.7444	-0.2456	1.hbx
12042	13	-0.08000	0.6961	1.000	1.hbx
12042	14	1.000	0.9678	1.000	1.hbx
12042	15	0.07333	0.6539	0.2144	1.hbx
12042	0	0.7467	0.8194	0.2167	2.hbx
12042	2	0.2800	0.9900	0.8844	2.hbx
12042	4	-0.2867	0.6594	-0.2078	2.hbx
12042	5	0.5600	0.6644	-0.2300	2.hbx
12042	6	0.8467	0.5672	0.8478	2.hbx
12042	8	0.1400	0.7967	-0.1456	2.hbx
12042	9	0.09333	0.7067	-0.1911	2.hbx
12042	10	1.000	0.9828	1.000	2.hbx
12042	12	1.000	0.8672	-0.5311	2.hbx
12042	13	1.000	0.9472	-0.4356	2.hbx
12042	14	-0.5267	0.8389	0.03222	2.hbx
12042	15	-0.03333	0.8728	1.000	2.hbx
12042	0	-0.1933	0.3861	0.5278	3.hbx
12042	2	0.6067	0.7550	0.2411	3.hbx
12042	4	0.08667	0.7028	0.2911	3.hbx
12042	5	-0.06000	0.8556	0.04667	3.hbx
12042	6	-0.006667	0.3978	0.06444	3.hbx
12042	8	-0.09333	-0.3622	-1.000	3.hbx
12042	9	0.3800	0.7161	-0.5067	3.hbx
12042	10	0.0000	0.6772	0.04444	3.hbx
12042	11	-0.1133	-0.7272	-1.000	3.hbx
12042	12	0.02667	0.4561	-0.1322	3.hbx
12042	13	0.1267	0.4261	1.000	3.hbx
12042	14	0.04000	0.7078	0.3211	3.hbx
12042	15	0.1133	0.7811	0.5756	3.hbx
12042	0	-0.04667	0.3583	0.3578	4.hbx
12042	2	-0.1800	0.7722	0.7956	4.hbx
12042	4	-0.08000	0.6261	0.5833	4.hbx
12042	5	0.1133	0.5489	0.2933	4.hbx
12042	6	-1.000	0.8061	0.7667	4.hbx
12042	8	0.04000	0.6511	0.01111	4.hbx
12042	9	-0.05333	0.2756	0.06889	4.hbx
12042	10	-1.000	0.7633	-0.3767	4.hbx
12042	11	1.000	0.8128	1.000	4.hbx
12042	12	-0.04000	-0.9789	-1.000	4.hbx
12042	13	-0.6467	0.5494	1.000	4.hbx
12042	14	-0.07333	0.7406	0.1333	4.hbx
12042	15	-0.5867	0.4478	0.7467	4.hbx
12042	0	0.07333	0.6228	0.4578	5.hbx
12042	2	0.5200	-0.9161	-1.000	5.hbx
12042	4	0.2933	0.7589	-0.08222	5.hbx
12042	5	0.08667	0.8194	0.6356	5.hbx
12042	6	-0.02667	0.7750	0.3933	5.hbx
12042	8	-0.2800	0.6450	0.1989	5.hbx
12042	9	0.2933	0.5094	0.3211	5.hbx
12042	10	1.000	0.8306	-0.2122	5.hbx
12042	11	-0.6400	-0.6622	-1.000	5.hbx
12042	12	-0.1667	0.7817	-0.5278	5.hbx
12042	13	0.1200	0.5406	1.000	5.hbx
12042	14	-1.000	0.8928	0.3378	5.hbx
